mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-sav,1000,1,55,mixed feelings on this place since i just checked in last week. the free wifi works great but breakfast isn't included in the rate like it is at expre,no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,56,This spot was super convenient since we were right near the main drag. The beds were plush and the room was spotless with some really cool modern touc,no,,,,no,lobby_open_purpose
cera-sav,1000,1,57,"Heads up, the bar prices are RIDICULOUS but they actually have a good variety of dishes and the food quality is solid. The beds were incredibly comfor",no,,,,no,
cera-sav,1000,1,58,We grabbed a bite at the bar and the snacks were actually pretty solid.,no,,,,no,
cera-sav,1000,1,59,"The room design was so modern and the beds super comfy, plus the price was a steal for us since kids 18 and under stay free. service was kinda slow an",no,,,,no,kids_program_exists
cera-sav,1000,1,60,"disappointed with the comfort and the overall vibe of the place. food quality was okay, selection was limited, and options felt kinda bland. you get a",no,,,,no,
cera-sav,1000,1,61,"The price for this room was a solid deal, though the mattress felt a bit firm for my liking. The location is just okay, sitting right in the middle of",no,,,,no,breakfast_vs_express
cera-sav,1000,1,62,The front desk staff was incredibly rude when I arrived just a few days back. The spot is pretty convenient right off the highway for travelers. If yo,no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,63,Ever wondered where the family can unwind without breaking the bank? Stay free for kids up to age 18.,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,64,"location is pretty great for getting around town quickly. staff was super helpful when we needed extra towels. overall vibe is nice, rooms feel solid,",no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,65,"mixed feelings overall, the service was just okay. checked in a couple of days ago and honestly the staff was polite enough.",no,,,,no,
cera-sav,1000,1,66,"Honestly, I was a bit nervous about the booking since I hadn't been to this spot before. The location was spot on, right near the main highway and ple",no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,67,"The food and drinks were surprisingly reasonable for the quality we got. Prices for the room felt fair considering it was spotless, though the AC unit",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,68,stayed a couple nights recently and the beds were plush plus the place felt spotless and tidy. room design felt modern and the price was fair for what,no,,,,no,
cera-sav,1000,1,69,"Just checked in a few days back and the staff were super friendly and helpful throughout the whole visit. The room was spotless with a fresh vibe, and",no,,,,no,
cera-sav,1000,1,70,"The breakfast spread was fantastic and if your kid is 11 or younger, they eat free. The overall facilities are top-notch with a great gym and pool are",no,,,,no,dining_full_service;kids_eat_conditions;kids_program_exists
cera-sav,1000,1,71,"ok so the room was great and the bed super comfy, though the design feels a bit standard. rooms have a fridge, microwave, and free Wi-Fi included and ",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,72,"Visited a few nights back, and while the room was just okay, I noticed breakfast isn't included, unlike Express.",no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,73,"The lobby looked pretty standard for a Holiday Inn, nothing too fancy but functional. I just checked in a few days back and noticed the kids can stay ",no,,,,no,kids_program_exists
cera-sav,1000,1,74,"Ok so, the place had everything we needed like a mini-fridge, microwave, and free Wi-Fi. It was a huge plus that our kids 18 or younger stayed free sh",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,75,the spot they picked is just perfect for getting around town. the lobby had that mix of old and new vibes while the beds were surprisingly soft. traff,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,76,"honestly the service was just okay, not bad but nothing special compared to what i expected. location is fine too, right where i needed it to be witho",no,,,,no,
cera-sav,1000,1,77,So I just wrapped up a quick trip to the Holiday Inn by IHG yesterday. The spot was super convenient with easy access to everything downtown. Plus the,no,,,,no,
cera-sav,1000,1,78,The staff were just super kind and helpful right when we walked in.,no,,,,no,
cera-sav,1000,1,79,the beds were super cozy and the whole place felt really comfortable just walking in. rooms were spacious and clean with nice extra touches throughout,no,,,,no,
cera-sav,1000,1,80,"Holiday Inn has been around since 1952, starting in Memphis, but the room rates felt way too high for the basic decor and overall setup we got. The pu",no,,,,no,kids_stay_free_limit
cera-sav,1000,1,81,honestly the beds were a snooze fest and i was bummed that breakfast isn't part of the deal here.,no,,,,no,breakfast_not_included
cera-sav,1000,1,82,just pulled up last night and the rooms were spotless plus everything felt top notch.,no,,,,no,
cera-sav,1000,1,83,"The price for this room felt steep, but the layout was surprisingly spacious. I was traveling with my daughter, and I was thrilled to find out your ki",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,84,The front desk team was incredibly welcoming and handled my late check-in with zero fuss. Staff went above and beyond to make sure we felt right at ho,no,,,,no,
cera-sav,1000,1,85,"heads up that this place is solid but the prices are a bit steep, and unlike the express brand breakfast isn't free in the standard rate. the staff wa",no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,86,The room was just okay and the place was decent enough.,no,,,,no,
cera-sav,1000,1,87,"the spot is right in the middle of everything, makes getting around a breeze. rooms were spotless, though the price tag felt a bit steep for what you ",no,,,,no,
cera-sav,1000,1,88,"The room's design features were really nice, especially the modern layout.",no,,,,no,
cera-sav,1000,1,89,"Heads up, the LOCATION is absolutely PRIME and right in the thick of everything. Just checked in a few days back with my crew and we were stoked to fi",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,90,"First night there, the room was spotless but the decor felt a bit dated, though I did like the modern design accents. Staff was super friendly and hel",no,,,,no,
cera-sav,1000,1,91,"heads up to anyone looking, the staff were just incredibly friendly and helpful when i checked in a couple days back.",no,,,,no,
cera-sav,1000,1,92,"The mattress in our room felt a bit saggy and the pillows were flat, so getting a good night's sleep was tough. Despite the room issues, the nightly r",no,,,,no,dining_full_service;kids_eat_conditions;kids_program_exists
cera-sav,1000,1,93,"Just checked into this Holiday Inn last week and while the price was about right for what you get, the room design is actually really modern with a co",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_stay_free_limit
cera-sav,1000,1,94,"heads up before you book, not all properties allow pets. the rooms felt a bit dated and the design just wasn't great. just wanted to share that since ",no,,,,no,
cera-sav,1000,1,95,the breakfast spread had some solid options and i loved the fresh fruit bowls. being right downtown made getting around way easier. the hallway carpet,no,,,,no,kids_stay_free_limit
cera-sav,1000,1,96,"Ok so the staff were genuinely helpful and friendly from the moment I walked in. The room itself was standard, though the bed was surprisingly cozy. I",no,,,,no,breakfast_not_included;kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,97,"honestly, the mattress was a wreck and the pillow felt like a brick, so sleep was a nightmare. the modern decor really lifted the vibe though, and hav",no,,,,no,breakfast_not_included;kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,98,"if you're planning a family trip soon, just know kids 11 and under eat free with a paying adult. the staff was super helpful and made the whole stay f",no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,99,"The lobby's modern aesthetic was a nice touch, though the room rates feel a bit steep for what you get.",no,,,,no,
cera-sav,1000,1,100,"The modern lobby design with its warm lighting really sets a welcoming tone right away. Food prices are pretty standard, but the variety on the menu i",no,,,,no,
cera-sav,1000,1,101,"location is pretty solid, right in the middle of things without being too loud. we brought the kids along since they can stay free when sharing a room",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,102,"Just a heads up before booking, make sure to check if your specific location has the free parking since suburban spots often don't charge. Standard se",no,,,,no,
cera-sav,1000,1,103,"The beds were incredibly comfy, the lobby felt standard enough, and the modern decor really stood out. We just checked in a couple of days ago for a q",no,,,,no,breakfast_not_included;kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,104,"I walked in with some doubts after a long drive, hoping the stay would make up for the traffic. It was a relief to see the kids eat free for ages 11 a",no,,,,no,kids_eat_conditions;kids_program_exists;kids_stay_free_limit
